session_id,user_id,start_time,end_time,event_count,event_types,event_properties,session_duration,button_click,form_submit,page_load,max,mean,std,first_event,last_event
0cfe640e-d49e-4da7-8a90-24d53b2dafb1,user_14,2025-10-04 06:37:18.668921,2025-10-04 07:46:18.668845,9,"['page_load', 'button_click', 'form_submit', 'button_click', 'form_submit', 'button_click', 'form_submit', 'page_load', 'button_click']","[{'page': '/jobs'}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'search'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/apply'}, {'button_id': 'search'}]",4139.999924,4.0,3.0,2.0,3300.000038,382.50022550000006,2504.6343890744492,button_click,form_submit
0d980439-2d0b-49d9-a2ae-4fd1a5da0726,user_3,2025-10-04 06:55:18.668595,2025-10-04 08:16:18.667424,5,"['button_click', 'form_submit', 'button_click', 'button_click', 'button_click']","[{'button_id': 'cancel'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}, {'button_id': 'cancel'}, {'button_id': 'search'}]",4859.998829,4.0,1.0,0.0,480.000698,-1094.9995327499998,1387.695895637836,button_click,form_submit
138e8c70-494b-4d1f-becf-0e1e7aded647,user_7,2025-10-04 06:48:18.668104,2025-10-04 08:25:18.668769,7,"['button_click', 'form_submit', 'button_click', 'page_load', 'button_click', 'button_click', 'form_submit']","[{'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'submit'}, {'page': '/jobs'}, {'button_id': 'submit'}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",5820.000665,4.0,2.0,1.0,4980.000219,40.00026849999995,5071.141940990414,form_submit,button_click
140eb171-63f3-41bf-a58d-b420a7d9e6af,user_3,2025-10-04 08:32:18.669194,2025-10-04 08:32:18.669194,1,['page_load'],[{'page': '/apply'}],0.0,0.0,0.0,1.0,0.0,0.0,0.0,page_load,page_load
1c6b4642-c1e3-4851-9e57-801be288b950,user_18,2025-10-04 06:49:18.668316,2025-10-04 07:21:18.668125,4,"['button_click', 'form_submit', 'form_submit', 'button_click']","[{'button_id': 'submit'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'search'}]",1919.999809,2.0,2.0,0.0,720.000064,-299.999759,1418.590863025715,form_submit,button_click
1cfcefb9-45b7-4c76-957b-f6321aed0da5,user_26,2025-10-04 06:36:18.667729,2025-10-04 08:00:18.668490,4,"['page_load', 'page_load', 'page_load', 'button_click']","[{'page': '/dashboard'}, {'page': '/profile'}, {'page': '/jobs'}, {'button_id': 'apply'}]",5040.000761,1.0,0.0,3.0,5040.000679,0.0003733333329970871,5040.000160000007,page_load,page_load
1e94742b-1cba-4456-afdc-3a1c255503ab,user_27,2025-10-04 07:21:18.667464,2025-10-04 07:36:18.667705,2,"['button_click', 'page_load']","[{'button_id': 'apply'}, {'page': '/home'}]",900.000241,1.0,0.0,1.0,900.000241,900.000241,0.0,button_click,page_load
238bf3c2-33c7-4784-a87c-9c6f113b5210,user_31,2025-10-04 06:34:18.668969,2025-10-04 08:10:18.667747,6,"['page_load', 'button_click', 'button_click', 'page_load', 'button_click', 'page_load']","[{'page': '/apply'}, {'button_id': 'submit'}, {'button_id': 'cancel'}, {'page': '/dashboard'}, {'button_id': 'apply'}, {'page': '/home'}]",5759.998778,3.0,0.0,3.0,3540.000161,264.00035859999997,3056.056059057846,button_click,button_click
246a3458-509f-410c-8f71-b9752d163777,user_31,2025-10-04 07:01:18.668513,2025-10-04 08:01:18.668487,4,"['form_submit', 'form_submit', 'page_load', 'button_click']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/jobs'}, {'button_id': 'cancel'}]",3599.999974,1.0,2.0,1.0,2460.000787,60.000502333333465,3220.4972703109333,form_submit,page_load
24afa552-3010-4f99-a45b-383c4f50f556,user_3,2025-10-04 06:44:18.668638,2025-10-04 08:31:18.668499,6,"['form_submit', 'button_click', 'page_load', 'form_submit', 'form_submit', 'form_submit']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'cancel'}, {'page': '/dashboard'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",6419.999861,1.0,4.0,1.0,4800.000179,-827.9998525999999,4711.700399057438,page_load,button_click
2655ab39-bd4b-4b4c-b73b-843912c3d823,user_38,2025-10-04 07:01:18.668434,2025-10-04 08:22:18.668530,4,"['button_click', 'page_load', 'button_click', 'form_submit']","[{'button_id': 'search'}, {'page': '/profile'}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",4860.000096,2.0,1.0,1.0,4860.000096,-139.99964533333346,4345.065935067046,button_click,page_load
2ac722bb-c96b-46a8-994d-3045b9c3f721,user_15,2025-10-04 06:36:18.667740,2025-10-04 08:07:18.667572,8,"['page_load', 'button_click', 'page_load', 'button_click', 'page_load', 'button_click', 'page_load', 'page_load']","[{'page': '/dashboard'}, {'button_id': 'search'}, {'page': '/jobs'}, {'button_id': 'apply'}, {'page': '/home'}, {'button_id': 'cancel'}, {'page': '/dashboard'}, {'page': '/profile'}]",5459.999832,3.0,0.0,5.0,5160.000043,162.8573897142856,4197.672709043843,page_load,page_load
2b27c4a2-f895-4210-a2cc-08e6c780a842,user_21,2025-10-04 07:10:18.667565,2025-10-04 08:32:18.668387,5,"['form_submit', 'button_click', 'page_load', 'page_load', 'form_submit']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'submit'}, {'page': '/profile'}, {'page': '/dashboard'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",4920.000822,1.0,2.0,2.0,4920.000822,495.00041350000004,3384.3318573538436,form_submit,page_load
2b43345c-2373-480c-b258-c42d65d137a3,user_27,2025-10-04 06:53:18.668351,2025-10-04 08:07:18.667995,8,"['page_load', 'button_click', 'page_load', 'form_submit', 'page_load', 'form_submit', 'page_load', 'form_submit']","[{'page': '/dashboard'}, {'button_id': 'search'}, {'page': '/jobs'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/dashboard'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/dashboard'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",4439.999644,1.0,3.0,4.0,1200.000258,-608.5712485714286,1648.7918213086552,form_submit,page_load
2bcff82f-e891-4093-9047-737f8b52c1c2,user_24,2025-10-04 07:09:18.668676,2025-10-04 08:27:18.668682,7,"['page_load', 'form_submit', 'form_submit', 'page_load', 'page_load', 'page_load', 'form_submit']","[{'page': '/jobs'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/profile'}, {'page': '/home'}, {'page': '/home'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",4680.000006,0.0,3.0,4.0,4680.000006,-149.99986500000003,2498.983719207473,page_load,page_load
2c0d62c1-6ce3-4dfc-a827-4001291e9d2d,user_16,2025-10-04 07:19:18.668811,2025-10-04 08:08:18.668234,4,"['page_load', 'page_load', 'page_load', 'form_submit']","[{'page': '/home'}, {'page': '/apply'}, {'page': '/dashboard'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",2939.999423,0.0,1.0,3.0,1920.000634,-939.9995570000001,2541.5744249893764,page_load,page_load
2c4dd542-6741-4f3b-b85b-598172a34b1c,user_12,2025-10-04 07:23:18.667790,2025-10-04 08:25:18.668859,4,"['page_load', 'page_load', 'page_load', 'form_submit']","[{'page': '/apply'}, {'page': '/profile'}, {'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",3720.001069,0.0,1.0,3.0,3240.000804,1240.0003563333332,3107.4751544912087,page_load,form_submit
2f29f6e0-5ed3-45f1-b73e-6d9f6e8b9cbf,user_6,2025-10-04 06:53:18.669137,2025-10-04 08:24:18.668696,3,"['page_load', 'form_submit', 'page_load']","[{'page': '/home'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/dashboard'}]",5459.999559,0.0,1.0,2.0,3660.000585,-899.999487,6448.81394624469,form_submit,page_load
300e532b-5d8d-4bfd-97d3-404166980737,user_1,2025-10-04 07:17:18.667960,2025-10-04 08:10:18.667409,4,"['page_load', 'page_load', 'form_submit', 'form_submit']","[{'page': '/apply'}, {'page': '/jobs'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",3179.999449,0.0,2.0,2.0,1980.000523,-319.99953533333337,2625.1856708126406,form_submit,form_submit
31955824-4554-4b65-b8ae-a2a64c3068f1,user_48,2025-10-04 07:23:18.667818,2025-10-04 08:04:18.669205,4,"['form_submit', 'form_submit', 'page_load', 'form_submit']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",2460.001387,0.0,3.0,1.0,2040.000739,820.0004623333334,1126.2328928423544,form_submit,form_submit
3bbd54bf-f5de-4e03-a8fc-ee61472fd6ef,user_6,2025-10-04 06:46:18.668752,2025-10-04 08:24:18.667691,5,"['page_load', 'button_click', 'button_click', 'button_click', 'page_load']","[{'page': '/dashboard'}, {'button_id': 'cancel'}, {'button_id': 'cancel'}, {'button_id': 'submit'}, {'page': '/dashboard'}]",5879.998939,3.0,0.0,2.0,1980.000111,-1469.99973475,3984.921369866679,page_load,page_load
3dba1ed7-e3ad-4e86-8242-194a7a7ae81f,user_45,2025-10-04 06:46:18.668452,2025-10-04 08:19:18.668699,5,"['button_click', 'button_click', 'page_load', 'page_load', 'form_submit']","[{'button_id': 'search'}, {'button_id': 'apply'}, {'page': '/home'}, {'page': '/profile'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",5580.000247,2.0,1.0,2.0,5580.000247,-359.9997185000001,4268.301793678607,page_load,button_click
3e2157ba-f618-4731-966f-aca82bae52df,user_18,2025-10-04 06:41:18.667917,2025-10-04 08:05:18.668703,7,"['form_submit', 'form_submit', 'button_click', 'button_click', 'button_click', 'page_load', 'page_load']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}, {'button_id': 'cancel'}, {'button_id': 'submit'}, {'page': '/home'}, {'page': '/profile'}]",5040.000786,3.0,2.0,2.0,4020.000287,720.0002191666666,2800.4000652935347,form_submit,page_load
3ef34aec-7587-4f22-992a-de62e5aaec18,user_34,2025-10-04 07:04:18.667551,2025-10-04 08:32:18.667583,5,"['page_load', 'button_click', 'page_load', 'button_click', 'page_load']","[{'page': '/profile'}, {'button_id': 'search'}, {'page': '/profile'}, {'button_id': 'cancel'}, {'page': '/jobs'}]",5280.000032,2.0,0.0,3.0,5280.000032,720.00039575,4123.008569857708,page_load,page_load
44d78fc5-646c-4cfa-9a4c-b877c17d38d2,user_46,2025-10-04 06:34:18.667650,2025-10-04 08:25:18.668714,9,"['button_click', 'button_click', 'form_submit', 'page_load', 'button_click', 'form_submit', 'page_load', 'form_submit', 'page_load']","[{'button_id': 'submit'}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/profile'}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/home'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/home'}]",6660.001064,3.0,3.0,3.0,5220.000712,262.50016012500015,3576.198239022539,button_click,form_submit
453b76f0-2380-4518-ba09-05cbdbe90026,user_41,2025-10-04 06:51:18.668238,2025-10-04 07:37:18.668382,4,"['button_click', 'page_load', 'page_load', 'page_load']","[{'button_id': 'apply'}, {'page': '/profile'}, {'page': '/profile'}, {'page': '/dashboard'}]",2760.000144,1.0,0.0,3.0,2760.000144,460.0001743333334,2010.07460596367,page_load,page_load
45527a62-f02b-4ff4-848b-afed5fcfe126,user_12,2025-10-04 06:34:18.668037,2025-10-04 08:24:18.668227,14,"['form_submit', 'button_click', 'button_click', 'page_load', 'form_submit', 'button_click', 'button_click', 'button_click', 'button_click', 'button_click', 'button_click', 'page_load', 'form_submit', 'button_click']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}, {'button_id': 'cancel'}, {'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}, {'button_id': 'cancel'}, {'button_id': 'submit'}, {'button_id': 'apply'}, {'button_id': 'search'}, {'button_id': 'cancel'}, {'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'submit'}]",6600.00019,9.0,3.0,2.0,4740.000127,456.9231765384615,2844.73603349658,button_click,form_submit
4a8118d0-7e20-4041-bcf9-2310e31883f7,user_20,2025-10-04 07:14:18.667910,2025-10-04 08:22:18.667719,6,"['page_load', 'form_submit', 'form_submit', 'form_submit', 'form_submit', 'button_click']","[{'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}]",4079.999809,1.0,4.0,1.0,780.000532,-659.9996938,2075.861306559288,button_click,form_submit
520b9083-66a1-448c-b3c7-60caf4735045,user_34,2025-10-04 06:57:18.667757,2025-10-04 08:02:18.668334,3,"['button_click', 'form_submit', 'form_submit']","[{'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",3900.000577,1.0,2.0,0.0,3900.000577,1860.000454,2884.995841189382,button_click,form_submit
536dd0dd-6915-43f8-b118-06259484e72e,user_33,2025-10-04 06:47:18.667866,2025-10-04 08:29:18.668613,5,"['page_load', 'button_click', 'page_load', 'button_click', 'page_load']","[{'page': '/jobs'}, {'button_id': 'search'}, {'page': '/apply'}, {'button_id': 'cancel'}, {'page': '/apply'}]",6120.000747,2.0,0.0,3.0,6120.000747,-239.99973824999984,5728.246023019622,button_click,page_load
538afbf4-b9c5-40ff-8f8c-bdb49b421fb7,user_36,2025-10-04 07:19:18.667928,2025-10-04 08:32:18.668223,5,"['form_submit', 'page_load', 'form_submit', 'page_load', 'button_click']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/profile'}, {'button_id': 'submit'}]",4380.000295,1.0,2.0,2.0,3900.000288,390.00021175,2735.76319752643,form_submit,page_load
54c1fca2-bc2f-4e4d-817c-9cc69f361416,user_48,2025-10-04 07:09:18.668523,2025-10-04 08:13:18.667899,3,"['button_click', 'page_load', 'button_click']","[{'button_id': 'cancel'}, {'page': '/jobs'}, {'button_id': 'apply'}]",3839.999376,2.0,0.0,1.0,-1859.999555,-1919.999688,84.8530018327895,button_click,button_click
5fadda34-4d99-4ee0-89b3-79649815045b,user_14,2025-10-04 06:39:18.668266,2025-10-04 07:08:18.668692,3,"['form_submit', 'button_click', 'form_submit']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",1740.000426,1.0,2.0,0.0,1080.000301,870.000213,296.98497254914344,form_submit,form_submit
61f88dd8-ce98-42c6-becf-8b3919cd0af0,user_11,2025-10-04 06:45:18.668748,2025-10-04 08:05:18.668672,4,"['button_click', 'form_submit', 'button_click', 'form_submit']","[{'button_id': 'apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'cancel'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",4799.999924,2.0,2.0,0.0,3840.000694,-539.9996126666666,4321.250128020836,button_click,button_click
628b3f2a-e855-46a8-b68d-d145dff54aff,user_32,2025-10-04 06:52:18.668087,2025-10-04 08:27:18.669148,6,"['form_submit', 'form_submit', 'page_load', 'form_submit', 'button_click', 'page_load']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/profile'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'cancel'}, {'page': '/home'}]",5700.001061,1.0,3.0,2.0,4680.000403,864.0003294,2962.1412332240475,page_load,page_load
63185c5e-a158-47b8-852c-54b823f9f3ba,user_41,2025-10-04 06:58:18.667562,2025-10-04 08:34:18.668634,7,"['form_submit', 'button_click', 'form_submit', 'button_click', 'form_submit', 'form_submit', 'form_submit']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'cancel'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'submit'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",5760.001072,2.0,5.0,0.0,2760.000278,650.0002168333333,1505.2308709842657,form_submit,button_click
63ce984d-1c96-4865-8b7a-2830c6d2da31,user_4,2025-10-04 06:38:18.667896,2025-10-04 08:33:18.667428,10,"['page_load', 'page_load', 'page_load', 'button_click', 'page_load', 'form_submit', 'page_load', 'page_load', 'button_click', 'form_submit']","[{'page': '/home'}, {'page': '/profile'}, {'page': '/dashboard'}, {'button_id': 'search'}, {'page': '/apply'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/apply'}, {'page': '/home'}, {'button_id': 'cancel'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",6899.999532,2.0,2.0,6.0,4200.00024,-586.666471111111,3667.710580530229,form_submit,page_load
6474f5da-800a-413d-9821-fa748b6e2e13,user_17,2025-10-04 06:38:18.669102,2025-10-04 08:23:18.669165,6,"['button_click', 'page_load', 'page_load', 'form_submit', 'form_submit', 'button_click']","[{'button_id': 'submit'}, {'page': '/home'}, {'page': '/home'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'search'}]",6300.000063,2.0,2.0,2.0,4560.000003,528.000343,3070.393786868407,page_load,button_click
69f4b41c-ca6d-4bfc-9615-9efc74725ec5,user_23,2025-10-04 07:44:18.667984,2025-10-04 07:44:18.667984,1,['button_click'],[{'button_id': 'submit'}],0.0,1.0,0.0,0.0,0.0,0.0,0.0,button_click,button_click
6a391bdf-3909-4da3-852e-96aa1f112d5e,user_48,2025-10-04 07:22:18.667576,2025-10-04 08:02:18.668076,2,"['page_load', 'button_click']","[{'page': '/dashboard'}, {'button_id': 'submit'}]",2400.0005,1.0,0.0,1.0,2400.0005,2400.0005,0.0,page_load,button_click
6d58b535-ad53-4d8c-8e0d-2f8795f03972,user_27,2025-10-04 07:01:18.668101,2025-10-04 07:59:18.668355,4,"['page_load', 'page_load', 'form_submit', 'form_submit']","[{'page': '/dashboard'}, {'page': '/jobs'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",3480.000254,0.0,2.0,2.0,3480.000254,880.000219,2264.4204889242637,page_load,form_submit
6ed7ef9d-ab35-4cc2-a3e3-12f2c44acca5,user_46,2025-10-04 06:48:18.668438,2025-10-04 08:01:18.668686,4,"['form_submit', 'page_load', 'button_click', 'button_click']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/apply'}, {'button_id': 'submit'}, {'button_id': 'cancel'}]",4380.000248,2.0,1.0,1.0,4380.000248,620.0002623333335,3720.6450032971484,form_submit,button_click
749bd36d-939d-4524-9298-77071596e0e1,user_7,2025-10-04 06:35:18.668015,2025-10-04 08:33:18.668190,8,"['form_submit', 'form_submit', 'form_submit', 'form_submit', 'button_click', 'button_click', 'form_submit', 'page_load']","[{'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'cancel'}, {'button_id': 'search'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'page': '/home'}]",7080.000175,2.0,5.0,1.0,5400.000128,-51.42832428571436,2959.0054746234478,form_submit,button_click
7c64def1-7838-4e86-8738-741dc109fafc,user_41,2025-10-04 06:57:18.668001,2025-10-04 08:26:18.667964,7,"['page_load', 'button_click', 'page_load', 'button_click', 'form_submit', 'form_submit', 'form_submit']","[{'page': '/dashboard'}, {'button_id': 'submit'}, {'page': '/profile'}, {'button_id': 'submit'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}]",5339.999963,2.0,3.0,2.0,4980.000203,-589.9997796666668,3350.8626449832395,form_submit,button_click
7f5c3ea1-3078-4f40-82ee-12105c487292,user_7,2025-10-04 06:40:18.668431,2025-10-04 08:25:18.667597,5,"['page_load', 'form_submit', 'form_submit', 'form_submit', 'button_click']","[{'page': '/profile'}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'form_id': 'application_form', 'fields_filled': {'experience': '3 years'}}, {'button_id': 'apply'}]",6299.999166,1.0,3.0,1.0,4320.000136,-494.9997575,5087.720630649845,form_submit,page_load
